t,theta1,omega1,theta2,omega2,E1,E2,ET
238.28,-294.434,-0.516792,-294.673,-0.368533,47.4413,25.3988,72.8423
238.29,-294.439,-0.508978,-294.677,-0.35872,46.6774,24.8478,71.5274
238.3,-294.444,-0.501162,-294.68,-0.34892,45.9266,24.3131,70.2419
238.31,-294.449,-0.493344,-294.683,-0.339134,45.189,23.7946,68.9858
238.32,-294.454,-0.485527,-294.687,-0.329365,44.4645,23.2923,67.7588
238.33,-294.459,-0.477711,-294.69,-0.319613,43.753,22.806,66.5611
238.34,-294.464,-0.469896,-294.693,-0.309879,43.0547,22.3356,65.3923
238.35,-294.468,-0.462085,-294.696,-0.300165,42.3693,21.8811,64.2524
238.36,-294.473,-0.454277,-294.699,-0.290472,41.697,21.4424,63.1414
238.37,-294.477,-0.446474,-294.702,-0.280802,41.0377,21.0193,62.0589
238.38,-294.482,-0.438677,-294.705,-0.271156,40.3913,20.6118,61.005
238.39,-294.486,-0.430887,-294.708,-0.261535,39.7578,20.2197,59.9794
238.4,-294.491,-0.423104,-294.71,-0.251941,39.1372,19.843,58.982
238.41,-294.495,-0.415331,-294.713,-0.242375,38.5294,19.4815,58.0126
238.42,-294.499,-0.407567,-294.715,-0.232838,37.9344,19.1351,57.0711
238.43,-294.503,-0.399813,-294.717,-0.223332,37.3521,18.8036,56.1574
238.44,-294.507,-0.392072,-294.719,-0.213857,36.7825,18.487,55.2711
238.45,-294.511,-0.384344,-294.721,-0.204417,36.2255,18.1852,54.4123
238.46,-294.515,-0.376629,-294.723,-0.19501,35.6811,17.8979,53.5805
238.47,-294.518,-0.368929,-294.725,-0.18564,35.1492,17.6251,52.7758
238.48,-294.522,-0.361245,-294.727,-0.176307,34.6298,17.3666,51.9978
238.49,-294.525,-0.353578,-294.729,-0.167013,34.1227,17.1223,51.2464
238.5,-294.529,-0.345929,-294.731,-0.157758,33.6279,16.892,50.5213
238.51,-294.532,-0.338299,-294.732,-0.148545,33.1454,16.6757,49.8224
238.52,-294.536,-0.330689,-294.734,-0.139374,32.6751,16.473,49.1494
238.53,-294.539,-0.323101,-294.735,-0.130247,32.2168,16.284,48.5021
238.54,-294.542,-0.315534,-294.736,-0.121164,31.7706,16.1084,47.8802
238.55,-294.545,-0.307991,-294.737,-0.112129,31.3363,15.9462,47.2836
238.56,-294.548,-0.300472,-294.738,-0.10314,30.9138,15.797,46.7119
238.57,-294.551,-0.292978,-294.739,-0.0942006,30.5031,15.6608,46.165
238.58,-294.554,-0.28551,-294.74,-0.0853111,30.1041,15.5374,45.6426
238.59,-294.557,-0.27807,-294.741,-0.0764729,29.7167,15.4267,45.1444
238.6,-294.56,-0.270659,-294.742,-0.0676872,29.3408,15.3284,44.6702
238.61,-294.562,-0.263277,-294.742,-0.0589552,28.9763,15.2424,44.2197
238.62,-294.565,-0.255925,-294.743,-0.0502782,28.6231,15.1686,43.7926
238.63,-294.568,-0.248605,-294.743,-0.0416573,28.2811,15.1067,43.3887
238.64,-294.57,-0.241318,-294.744,-0.0330937,27.9501,15.0566,43.0076
238.65,-294.572,-0.234065,-294.744,-0.0245886,27.6302,15.0181,42.6492
238.66,-294.575,-0.226846,-294.744,-0.0161432,27.3212,14.9911,42.3131
238.67,-294.577,-0.219663,-294.744,-0.00775867,27.023,14.9753,41.9991
238.68,-294.579,-0.212517,-294.744,0.000563875,26.7355,14.9705,41.7068
238.69,-294.581,-0.205409,-294.744,0.00882328,26.4585,14.9767,41.4359
238.7,-294.583,-0.198339,-294.744,0.0170184,26.192,14.9935,41.1862
238.71,-294.585,-0.19131,-294.744,0.0251482,25.9358,15.0209,40.9573
238.72,-294.587,-0.184322,-294.744,0.0332114,25.6898,15.0586,40.749
238.73,-294.589,-0.177376,-294.743,0.0412071,25.4539,15.1065,40.561
238.74,-294.591,-0.170472,-294.743,0.049134,25.228,15.1642,40.3928
238.75,-294.592,-0.163613,-294.742,0.0569912,25.0119,15.2318,40.2443
238.76,-294.594,-0.156799,-294.742,0.0647776,24.8056,15.3089,40.1151
238.77,-294.595,-0.150031,-294.741,0.0724921,24.6089,15.3954,40.0048
238.78,-294.597,-0.143311,-294.74,0.0801337,24.4216,15.4911,39.9133
238.79,-294.598,-0.136638,-294.74,0.0877014,24.2437,15.5958,39.84
238.8,-294.6,-0.130014,-294.739,0.0951941,24.075,15.7093,39.7848
238.81,-294.601,-0.123441,-294.738,0.102611,23.9154,15.8314,39.7472
238.82,-294.602,-0.116918,-294.737,0.109951,23.7647,15.9619,39.727
238.83,-294.603,-0.110448,-294.735,0.117213,23.6229,16.1006,39.7239
238.84,-294.604,-0.104031,-294.734,0.124396,23.4897,16.2473,39.7374
238.85,-294.605,-0.0976679,-294.733,0.131499,23.3651,16.4019,39.7673
238.86,-294.606,-0.0913598,-294.732,0.138521,23.2488,16.564,39.8132
238.87,-294.607,-0.0851076,-294.73,0.145462,23.1408,16.7336,39.8748
238.88,-294.608,-0.0789123,-294.729,0.15232,23.041,16.9105,39.9517
238.89,-294.609,-0.0727749,-294.727,0.159094,22.9491,17.0943,40.0437
238.9,-294.609,-0.0666963,-294.725,0.165785,22.865,17.285,40.1503
238.91,-294.61,-0.0606775,-294.724,0.17239,22.7886,17.4824,40.2713
238.92,-294.611,-0.0547193,-294.722,0.178908,22.7198,17.6862,40.4062
238.93,-294.611,-0.0488227,-294.72,0.18534,22.6584,17.8962,40.5548
238.94,-294.612,-0.0429886,-294.718,0.191684,22.6042,18.1123,40.7168
238.95,-294.612,-0.0372178,-294.716,0.19794,22.5571,18.3343,40.8916
238.96,-294.612,-0.0315114,-294.714,0.204106,22.517,18.5619,41.0791
238.97,-294.613,-0.0258701,-294.712,0.210182,22.4837,18.795,41.2789
238.98,-294.613,-0.0202949,-294.71,0.216167,22.4571,19.0334,41.4906
238.99,-294.613,-0.0147866,-294.708,0.22206,22.437,19.2768,41.7139
239,-294.613,-0.00934602,-294.706,0.227861,22.4232,19.5252,41.9485
239.01,-294.613,-0.0039741,-294.703,0.233568,22.4156,19.7782,42.194
239.02,-294.613,0.00132834,-294.701,0.239182,22.4142,20.0357,42.45
239.03,-294.613,0.00656049,-294.699,0.244701,22.4186,20.2976,42.7163
239.04,-294.613,0.0117215,-294.696,0.250125,22.4288,20.5636,42.9925
239.05,-294.613,0.0168106,-294.694,0.255452,22.4446,20.8335,43.2782
239.06,-294.613,0.0218269,-294.691,0.260684,22.4658,21.1072,43.5732
239.07,-294.613,0.0267697,-294.688,0.265818,22.4924,21.3845,43.877
239.08,-294.612,0.0316382,-294.686,0.270854,22.5241,21.6652,44.1894
239.09,-294.612,0.0364316,-294.683,0.275791,22.5609,21.949,44.51
239.1,-294.611,0.0411491,-294.68,0.28063,22.6025,22.2359,44.8385
239.11,-294.611,0.04579,-294.677,0.285369,22.6488,22.5256,45.1745
239.12,-294.611,0.0503536,-294.675,0.290007,22.6997,22.818,45.5177
239.13,-294.61,0.054839,-294.672,0.294545,22.755,23.1129,45.8679
239.14,-294.609,0.0592457,-294.669,0.298982,22.8145,23.4101,46.2246
239.15,-294.609,0.0635728,-294.666,0.303317,22.8782,23.7094,46.5876
239.16,-294.608,0.0678196,-294.663,0.307549,22.9459,24.0106,46.9565
239.17,-294.607,0.0719856,-294.659,0.311679,23.0173,24.3137,47.3311
239.18,-294.607,0.07607,-294.656,0.315705,23.0925,24.6184,47.7109
239.19,-294.606,0.0800721,-294.653,0.319627,23.1711,24.9245,48.0957
239.2,-294.605,0.0839912,-294.65,0.323446,23.2532,25.232,48.4852
239.21,-294.604,0.0878268,-294.647,0.327159,23.3385,25.5405,48.879
239.22,-294.603,0.0915782,-294.643,0.330768,23.4269,25.85,49.2769
239.23,-294.602,0.0952448,-294.64,0.334271,23.5182,26.1604,49.6786
239.24,-294.601,0.0988259,-294.637,0.337668,23.6124,26.4713,50.0837
239.25,-294.6,0.102321,-294.633,0.340959,23.7092,26.7828,50.492
239.26,-294.599,0.105729,-294.63,0.344144,23.8085,27.0946,50.9031
239.27,-294.598,0.109051,-294.626,0.347221,23.9103,27.4065,51.3168
239.28,-294.597,0.112284,-294.623,0.350191,24.0143,27.7185,51.7329
239.29,-294.596,0.115429,-294.619,0.353054,24.1205,28.0304,52.1509
239.3,-294.595,0.118486,-294.616,0.355809,24.2286,28.3421,52.5706
239.31,-294.594,0.121452,-294.612,0.358455,24.3386,28.6533,52.9919
239.32,-294.593,0.124329,-294.609,0.360994,24.4503,28.964,53.4142
239.33,-294.591,0.127116,-294.605,0.363423,24.5636,29.274,53.8375
239.34,-294.59,0.129812,-294.601,0.365744,24.6783,29.5832,54.2615
239.35,-294.589,0.132416,-294.598,0.367955,24.7944,29.8914,54.6858
239.36,-294.587,0.134928,-294.594,0.370057,24.9117,30.1985,55.1103
239.37,-294.586,0.137348,-294.59,0.372049,25.0301,30.5045,55.5346
239.38,-294.585,0.139676,-294.587,0.373932,25.1495,30.8091,55.9586
239.39,-294.583,0.14191,-294.583,0.375704,25.2697,31.1122,56.3819
239.4,-294.582,0.14405,-294.579,0.377366,25.3907,31.4137,56.8044
239.41,-294.58,0.146097,-294.575,0.378918,25.5122,31.7136,57.2258
239.42,-294.579,0.148049,-294.572,0.38036,25.6342,32.0116,57.6458
239.43,-294.577,0.149907,-294.568,0.38169,25.7567,32.3076,58.0643
239.44,-294.576,0.15167,-294.564,0.38291,25.8794,32.6016,58.481
239.45,-294.574,0.153339,-294.56,0.384018,26.0022,32.8935,58.8957
239.46,-294.573,0.154912,-294.556,0.385014,26.1252,33.183,59.3082
239.47,-294.571,0.156389,-294.552,0.385899,26.248,33.4701,59.7182
239.48,-294.57,0.157771,-294.549,0.386672,26.3708,33.7548,60.1256
239.49,-294.568,0.159057,-294.545,0.387333,26.4933,34.0368,60.5301
239.5,-294.566,0.160247,-294.541,0.387882,26.6155,34.3162,60.9317
239.51,-294.565,0.16134,-294.537,0.388319,26.7372,34.5928,61.3299
239.52,-294.563,0.162337,-294.533,0.388643,26.8584,34.8664,61.7248
239.53,-294.562,0.163238,-294.529,0.388855,26.979,35.1371,62.1161
239.54,-294.56,0.164042,-294.525,0.388955,27.0989,35.4047,62.5036
239.55,-294.558,0.164748,-294.521,0.388942,27.218,35.6692,62.8871
239.56,-294.557,0.165358,-294.517,0.388816,27.3362,35.9304,63.2666
239.57,-294.555,0.165871,-294.514,0.388577,27.4534,36.1883,63.6418
239.58,-294.553,0.166286,-294.51,0.388226,27.5697,36.4429,64.0125
239.59,-294.552,0.166604,-294.506,0.387762,27.6848,36.6939,64.3787
239.6,-294.55,0.166824,-294.502,0.387186,27.7987,36.9414,64.7401
239.61,-294.548,0.166947,-294.498,0.386496,27.9114,37.1853,65.0967
239.62,-294.547,0.166972,-294.494,0.385694,28.0228,37.4256,65.4483
239.63,-294.545,0.166899,-294.49,0.384779,28.1327,37.6621,65.7948
239.64,-294.543,0.166729,-294.486,0.383752,28.2412,37.8948,66.136
239.65,-294.542,0.166461,-294.483,0.382612,28.3482,38.1237,66.4719
239.66,-294.54,0.166095,-294.479,0.381359,28.4536,38.3486,66.8022
239.67,-294.538,0.165632,-294.475,0.379994,28.5574,38.5697,67.127
239.68,-294.537,0.16507,-294.471,0.378517,28.6595,38.7867,67.4462
239.69,-294.535,0.164411,-294.467,0.376927,28.7599,38.9997,67.7595
239.7,-294.533,0.163653,-294.464,0.375225,28.8584,39.2086,68.067
239.71,-294.532,0.162798,-294.46,0.373411,28.9551,39.4134,68.3685
239.72,-294.53,0.161846,-294.456,0.371485,29.05,39.614,68.664
239.73,-294.529,0.160795,-294.453,0.369448,29.1429,39.8105,68.9533
239.74,-294.527,0.159647,-294.449,0.367299,29.2339,40.0027,69.2365
239.75,-294.525,0.158401,-294.445,0.365038,29.3228,40.1908,69.5135
239.76,-294.524,0.157058,-294.442,0.362666,29.4097,40.3745,69.7842
239.77,-294.522,0.155617,-294.438,0.360183,29.4946,40.554,70.0485
239.78,-294.521,0.154079,-294.434,0.357589,29.5774,40.7292,70.3064
239.79,-294.519,0.152444,-294.431,0.354884,29.658,40.9001,70.5579
239.8,-294.518,0.150711,-294.427,0.352069,29.7365,41.0667,70.803
239.81,-294.516,0.148881,-294.424,0.349143,29.8128,41.2289,71.0416
239.82,-294.515,0.146955,-294.42,0.346108,29.8869,41.3868,71.2736
239.83,-294.513,0.144931,-294.417,0.342962,29.9589,41.5405,71.4992
239.84,-294.512,0.142811,-294.413,0.339707,30.0286,41.6897,71.7181
239.85,-294.51,0.140595,-294.41,0.336343,30.096,41.8347,71.9306
239.86,-294.509,0.138282,-294.407,0.332869,30.1613,41.9754,72.1365
239.87,-294.508,0.135873,-294.403,0.329287,30.2243,42.1118,72.3359
239.88,-294.506,0.133368,-294.4,0.325597,30.285,42.2439,72.5287
239.89,-294.505,0.130767,-294.397,0.321798,30.3435,42.3717,72.715
239.9,-294.504,0.128071,-294.394,0.317891,30.3997,42.4953,72.8949
239.91,-294.502,0.125279,-294.39,0.313877,30.4537,42.6147,73.0682
239.92,-294.501,0.122392,-294.387,0.309755,30.5055,42.7299,73.2352
239.93,-294.5,0.119411,-294.384,0.305526,30.555,42.841,73.3957
239.94,-294.499,0.116334,-294.381,0.301191,30.6023,42.9479,73.55
239.95,-294.498,0.113163,-294.378,0.296749,30.6474,43.0507,73.6979
239.96,-294.496,0.109898,-294.375,0.292202,30.6903,43.1495,73.8396
239.97,-294.495,0.106539,-294.372,0.287548,30.731,43.2443,73.9751
239.98,-294.494,0.103086,-294.37,0.28279,30.7696,43.3352,74.1044
239.99,-294.493,0.09954,-294.367,0.277927,30.806,43.4221,74.2278
240,-294.492,0.0959007,-294.364,0.272959,30.8404,43.5051,74.3452
240.01,-294.491,0.0921686,-294.361,0.267887,30.8727,43.5844,74.4567
240.02,-294.49,0.0883439,-294.359,0.262711,30.9029,43.6599,74.5624
240.03,-294.49,0.084427,-294.356,0.257432,30.9311,43.7317,74.6624
240.04,-294.489,0.0804182,-294.354,0.252051,30.9573,43.7999,74.7568
240.05,-294.488,0.0763179,-294.351,0.246566,30.9816,43.8645,74.8457
240.06,-294.487,0.0721263,-294.349,0.24098,31.004,43.9256,74.9291
240.07,-294.487,0.0678438,-294.346,0.235291,31.0245,43.9833,75.0074
240.08,-294.486,0.0634707,-294.344,0.229502,31.0432,44.0376,75.0804
240.09,-294.485,0.0590075,-294.342,0.223612,31.0602,44.0887,75.1484
240.1,-294.485,0.0544544,-294.339,0.217621,31.0754,44.1365,75.2115
240.11,-294.484,0.0498119,-294.337,0.211531,31.089,44.1813,75.2698
240.12,-294.484,0.0450803,-294.335,0.205341,31.101,44.223,75.3234
240.13,-294.483,0.0402601,-294.333,0.199052,31.1114,44.2617,75.3726
240.14,-294.483,0.0353515,-294.331,0.192664,31.1203,44.2976,75.4173
240.15,-294.483,0.0303551,-294.329,0.186179,31.1278,44.3307,75.4579
240.16,-294.482,0.0252713,-294.327,0.179596,31.1339,44.3612,75.4944
240.17,-294.482,0.0201004,-294.326,0.172916,31.1387,44.389,75.5271
240.18,-294.482,0.0148429,-294.324,0.166139,31.1422,44.4144,75.556
240.19,-294.482,0.00949932,-294.322,0.159266,31.1446,44.4374,75.5813
240.2,-294.482,0.00406998,-294.321,0.152298,31.1458,44.4581,75.6033
240.21,-294.482,-0.00144461,-294.319,0.145235,31.1461,44.4767,75.6221
240.22,-294.482,-0.00704399,-294.318,0.138077,31.1454,44.4932,75.6378
240.23,-294.482,-0.0127277,-294.317,0.130825,31.1438,44.5077,75.6507
240.24,-294.482,-0.0184952,-294.315,0.12348,31.1414,44.5204,75.661
240.25,-294.482,-0.0243461,-294.314,0.116042,31.1383,44.5313,75.6688
240.26,-294.483,-0.0302798,-294.313,0.108512,31.1345,44.5407,75.6744
240.27,-294.483,-0.0362959,-294.312,0.100889,31.1302,44.5485,75.6779
240.28,-294.483,-0.0423937,-294.311,0.093176,31.1255,44.555,75.6796
240.29,-294.484,-0.0485729,-294.31,0.0853719,31.1203,44.5602,75.6796
240.3,-294.484,-0.0548329,-294.309,0.0774777,31.1149,44.5643,75.6783
240.31,-294.485,-0.061173,-294.309,0.0694941,31.1093,44.5673,75.6757
240.32,-294.485,-0.0675929,-294.308,0.0614215,31.1036,44.5696,75.6722
240.33,-294.486,-0.0740919,-294.307,0.0532607,31.0979,44.571,75.6679
240.34,-294.487,-0.0806694,-294.307,0.0450122,31.0922,44.5719,75.6631
240.35,-294.488,-0.087325,-294.306,0.0366766,31.0868,44.5723,75.6581
240.36,-294.489,-0.0940579,-294.306,0.0282546,31.0817,44.5723,75.653
240.37,-294.49,-0.100868,-294.306,0.0197468,31.0769,44.5722,75.648
240.38,-294.491,-0.107754,-294.306,0.0111538,31.0727,44.5719,75.6436
240.39,-294.492,-0.114715,-294.306,0.00247626,31.0691,44.5718,75.6398
240.4,-294.493,-0.121752,-294.306,-0.00628513,31.0661,44.5718,75.6369
240.41,-294.494,-0.128862,-294.306,-0.0151297,31.064,44.5723,75.6352
240.42,-294.496,-0.136047,-294.306,-0.0240569,31.0629,44.5732,75.6349
240.43,-294.497,-0.143305,-294.306,-0.0330659,31.0628,44.5748,75.6364
240.44,-294.498,-0.150635,-294.307,-0.0421561,31.0638,44.5772,75.6398
240.45,-294.5,-0.158036,-294.307,-0.0513267,31.0661,44.5805,75.6454
240.46,-294.502,-0.165509,-294.308,-0.0605771,31.0698,44.5849,75.6535
240.47,-294.503,-0.173052,-294.308,-0.0699066,31.075,44.5906,75.6644
240.48,-294.505,-0.180665,-294.309,-0.0793144,31.0818,44.5977,75.6783
240.49,-294.507,-0.188347,-294.31,-0.0887998,31.0904,44.6064,75.6955
240.5,-294.509,-0.196097,-294.311,-0.098362,31.1008,44.6167,75.7163
240.51,-294.511,-0.203915,-294.312,-0.108,31.1132,44.629,75.7409
240.52,-294.513,-0.211799,-294.313,-0.117714,31.1278,44.6433,75.7697
240.53,-294.515,-0.21975,-294.314,-0.127502,31.1445,44.6597,75.8029
240.54,-294.517,-0.227765,-294.316,-0.137364,31.1636,44.6785,75.8408
240.55,-294.52,-0.235846,-294.317,-0.147299,31.1852,44.6998,75.8837
240.56,-294.522,-0.24399,-294.318,-0.157306,31.2094,44.7238,75.9318
240.57,-294.524,-0.252197,-294.32,-0.167385,31.2364,44.7506,75.9856
240.58,-294.527,-0.260466,-294.322,-0.177534,31.2662,44.7804,76.0452
240.59,-294.53,-0.268797,-294.324,-0.187753,31.299,44.8134,76.1109
240.6,-294.532,-0.277188,-294.326,-0.19804,31.3349,44.8497,76.1831
240.61,-294.535,-0.285638,-294.328,-0.208396,31.3741,44.8895,76.2621
240.62,-294.538,-0.294148,-294.33,-0.218819,31.4167,44.9329,76.3481
240.63,-294.541,-0.302716,-294.332,-0.229308,31.4628,44.9801,76.4414
240.64,-294.544,-0.311341,-294.334,-0.239862,31.5126,45.0313,76.5424
240.65,-294.547,-0.320022,-294.337,-0.25048,31.5662,45.0867,76.6513
240.66,-294.551,-0.328758,-294.339,-0.261163,31.6237,45.1464,76.7685
240.67,-294.554,-0.337549,-294.342,-0.271907,31.6853,45.2105,76.8942
240.68,-294.557,-0.346394,-294.345,-0.282714,31.751,45.2793,77.0288
240.69,-294.561,-0.355291,-294.348,-0.29358,31.8211,45.353,77.1725
240.7,-294.564,-0.364241,-294.351,-0.304507,31.8957,45.4316,77.3257
240.71,-294.568,-0.37324,-294.354,-0.315492,31.9749,45.5153,77.4886
240.72,-294.572,-0.38229,-294.357,-0.326535,32.0589,45.6044,77.6616
240.73,-294.576,-0.391389,-294.36,-0.337635,32.1477,45.699,77.845
240.74,-294.58,-0.400535,-294.364,-0.34879,32.2416,45.7992,78.0391
240.75,-294.584,-0.409728,-294.367,-0.36,32.3406,45.9052,78.2442
240.76,-294.588,-0.418968,-294.371,-0.371263,32.4449,46.0173,78.4605
240.77,-294.592,-0.428252,-294.375,-0.382579,32.5547,46.1355,78.6885
240.78,-294.596,-0.43758,-294.379,-0.393946,32.6701,46.26,78.9283
240.79,-294.601,-0.446951,-294.383,-0.405363,32.7912,46.391,79.1804
240.8,-294.605,-0.456363,-294.387,-0.416829,32.9181,46.5286,79.445
240.81,-294.61,-0.465817,-294.391,-0.428343,33.0511,46.6731,79.7224
240.82,-294.615,-0.47531,-294.395,-0.439904,33.1901,46.8246,80.013
240.83,-294.62,-0.484841,-294.4,-0.451511,33.3355,46.9832,80.3169
240.84,-294.624,-0.49441,-294.404,-0.463162,33.4873,47.1491,80.6346
240.85,-294.629,-0.504015,-294.409,-0.474856,33.6456,47.3225,80.9664
240.86,-294.635,-0.513656,-294.414,-0.486592,33.8107,47.5036,81.3124
240.87,-294.64,-0.52333,-294.419,-0.498369,33.9825,47.6924,81.6731
240.88,-294.645,-0.533037,-294.424,-0.510186,34.1614,47.8892,82.0487
240.89,-294.65,-0.542776,-294.429,-0.52204,34.3473,48.0941,82.4396
240.9,-294.656,-0.552546,-294.434,-0.533932,34.5405,48.3073,82.846
240.91,-294.661,-0.562345,-294.44,-0.545859,34.7411,48.5289,83.2682
240.92,-294.667,-0.572172,-294.445,-0.55782,34.9491,48.7591,83.7064
240.93,-294.673,-0.582026,-294.451,-0.569815,35.1649,48.9981,84.1611
240.94,-294.679,-0.591906,-294.456,-0.581841,35.3884,49.246,84.6325
240.95,-294.685,-0.601811,-294.462,-0.593897,35.6198,49.5029,85.1209
240.96,-294.691,-0.611738,-294.468,-0.605982,35.8593,49.769,85.6265
240.97,-294.697,-0.621688,-294.474,-0.618094,36.107,50.0445,86.1497
240.98,-294.703,-0.631658,-294.481,-0.630232,36.363,50.3295,86.6907
240.99,-294.71,-0.641648,-294.487,-0.642395,36.6274,50.6242,87.2497
241,-294.716,-0.651656,-294.494,-0.654581,36.9004,50.9286,87.8272
241.01,-294.723,-0.661681,-294.5,-0.666788,37.1821,51.243,88.4233
241.02,-294.729,-0.671721,-294.507,-0.679015,37.4727,51.5675,89.0384
241.03,-294.736,-0.681775,-294.514,-0.691261,37.7722,51.9022,89.6726
241.04,-294.743,-0.691843,-294.521,-0.703523,38.0808,52.2473,90.3263
241.05,-294.75,-0.701921,-294.528,-0.715801,38.3986,52.6029,90.9997
241.06,-294.757,-0.71201,-294.535,-0.728093,38.7257,52.9691,91.693
241.07,-294.764,-0.722108,-294.542,-0.740397,39.0623,53.3461,92.4067
241.08,-294.771,-0.732213,-294.55,-0.752711,39.4085,53.734,93.1408
241.09,-294.779,-0.742324,-294.557,-0.765035,39.7644,54.133,93.8956
241.1,-294.786,-0.752439,-294.565,-0.777366,40.1301,54.5431,94.6714
241.11,-294.794,-0.762558,-294.573,-0.789702,40.5057,54.9645,95.4684
241.12,-294.801,-0.772679,-294.581,-0.802042,40.8914,55.3974,96.287
241.13,-294.809,-0.782799,-294.589,-0.814385,41.2872,55.8418,97.1272
241.14,-294.817,-0.792919,-294.597,-0.826728,41.6933,56.2978,97.9893
241.15,-294.825,-0.803036,-294.606,-0.83907,42.1098,56.7656,98.8736
241.16,-294.833,-0.813149,-294.614,-0.851409,42.5367,57.2453,99.7803
241.17,-294.841,-0.823257,-294.623,-0.863743,42.9743,57.737,100.71
241.18,-294.85,-0.833357,-294.631,-0.876071,43.4226,58.2408,101.662
241.19,-294.858,-0.843449,-294.64,-0.88839,43.8817,58.7569,102.637
241.2,-294.867,-0.853532,-294.649,-0.9007,44.3517,59.2853,103.635
241.21,-294.875,-0.863602,-294.658,-0.912997,44.8327,59.8261,104.657
241.22,-294.884,-0.87366,-294.667,-0.925281,45.3248,60.3794,105.703
241.23,-294.893,-0.883704,-294.677,-0.937549,45.8281,60.9454,106.772
241.24,-294.901,-0.893732,-294.686,-0.949799,46.3428,61.5241,107.865
241.25,-294.91,-0.903742,-294.696,-0.962031,46.8688,62.1157,108.983
241.26,-294.92,-0.913733,-294.705,-0.974241,47.4063,62.7201,110.125
241.27,-294.929,-0.923704,-294.715,-0.986427,47.9553,63.3376,111.291
241.28,-294.938,-0.933653,-294.725,-0.998589,48.516,63.9681,112.483
241.29,-294.947,-0.943579,-294.735,-1.01072,49.0885,64.6118,113.699
241.3,-294.957,-0.953479,-294.745,-1.02283,49.6728,65.2687,114.94
241.31,-294.966,-0.963353,-294.756,-1.03491,50.2689,65.939,116.206
241.32,-294.976,-0.973199,-294.766,-1.04695,50.8771,66.6226,117.498
241.33,-294.986,-0.983016,-294.776,-1.05896,51.4973,67.3197,118.815
241.34,-294.996,-0.992801,-294.787,-1.07093,52.1296,68.0304,120.158
241.35,-295.006,-1.00255,-294.798,-1.08286,52.7741,68.7546,121.527
241.36,-295.016,-1.01227,-294.809,-1.09475,53.4309,69.4925,122.922
241.37,-295.026,-1.02196,-294.82,-1.1066,54.1,70.2441,124.343
241.38,-295.036,-1.0316,-294.831,-1.11841,54.7815,71.0095,125.79
241.39,-295.047,-1.04121,-294.842,-1.13017,55.4754,71.7887,127.263
241.4,-295.057,-1.05078,-294.854,-1.14188,56.1818,72.5818,128.762
241.41,-295.068,-1.0603,-294.865,-1.15354,56.9008,73.3888,130.288
241.42,-295.078,-1.06978,-294.877,-1.16514,57.6324,74.2097,131.841
241.43,-295.089,-1.07922,-294.888,-1.1767,58.3766,75.0447,133.42
241.44,-295.1,-1.08861,-294.9,-1.1882,59.1336,75.8937,135.026
241.45,-295.111,-1.09796,-294.912,-1.19963,59.9033,76.7567,136.659
241.46,-295.122,-1.10725,-294.924,-1.21101,60.6858,77.6339,138.318
241.47,-295.133,-1.1165,-294.936,-1.22233,61.4811,78.5252,140.005
241.48,-295.144,-1.12569,-294.949,-1.23358,62.2893,79.4306,141.719
241.49,-295.156,-1.13483,-294.961,-1.24477,63.1103,80.3503,143.459
241.5,-295.167,-1.14392,-294.973,-1.25589,63.9443,81.2841,145.227
241.51,-295.178,-1.15295,-294.986,-1.26694,64.7913,82.2321,147.022
241.52,-295.19,-1.16192,-294.999,-1.27792,65.6512,83.1943,148.844
241.53,-295.202,-1.17083,-295.012,-1.28882,66.5241,84.1707,150.694
241.54,-295.213,-1.17969,-295.025,-1.29965,67.41,85.1614,152.57
241.55,-295.225,-1.18848,-295.038,-1.3104,68.309,86.1663,154.474
241.56,-295.237,-1.19721,-295.051,-1.32107,69.221,87.1854,156.405
241.57,-295.249,-1.20587,-295.064,-1.33166,70.146,88.2187,158.364
241.58,-295.261,-1.21447,-295.077,-1.34217,71.0841,89.2662,160.349
241.59,-295.273,-1.223,-295.091,-1.3526,72.0353,90.328,162.362
241.6,-295.286,-1.23147,-295.104,-1.36294,72.9995,91.4039,164.402
241.61,-295.298,-1.23987,-295.118,-1.37319,73.9768,92.494,166.47
241.62,-295.311,-1.24819,-295.132,-1.38335,74.9671,93.5982,168.564
241.63,-295.323,-1.25645,-295.146,-1.39342,75.9705,94.7165,170.686
241.64,-295.336,-1.26463,-295.16,-1.4034,76.9869,95.8489,172.835
241.65,-295.348,-1.27274,-295.174,-1.41328,78.0163,96.9954,175.011
241.66,-295.361,-1.28077,-295.188,-1.42307,79.0587,98.1559,177.214
241.67,-295.374,-1.28873,-295.202,-1.43276,80.1141,99.3303,179.444
241.68,-295.387,-1.29661,-295.217,-1.44235,81.1825,100.519,181.7
241.69,-295.4,-1.30441,-295.231,-1.45184,82.2637,101.721,183.984
241.7,-295.413,-1.31214,-295.246,-1.46122,83.3579,102.937,186.294
241.71,-295.426,-1.31978,-295.26,-1.47051,84.4649,104.167,188.631
241.72,-295.439,-1.32735,-295.275,-1.47969,85.5848,105.411,190.995
241.73,-295.453,-1.33483,-295.29,-1.48876,86.7175,106.668,193.385
241.74,-295.466,-1.34223,-295.305,-1.49773,87.8629,107.939,195.801
241.75,-295.48,-1.34955,-295.32,-1.50659,89.021,109.224,198.244
241.76,-295.493,-1.35678,-295.335,-1.51534,90.1918,110.522,200.713
